url,category,title,author,description,date,place,date_from,date_to
/le31,MONSEIGNEUR LEFEBVRE,"JE DIS AUX ÉVÊQUES : «SOYEZ LES PASTEURS DE TOUTES LES BREBIS, ET AINSI JE N'AURAIS PAS BESOIN DE VENIR DANS VOS DIOCÈSES !» – POURQUOI L'HUILE D'OLIVE POUR LES SACREMENTS, ET QUE FAUT-IL POUR QU'ILS SOIENT VALIDES ? – ON VEUT DÉTRUIRE L'ÉGLISE, LA SOCIÉTÉ ET LES ÂMES",Mgr M. LEFEBVRE,"Homélie lors de la bénédiction de la chapelle de Colmar .
Homélie de pâques à Écône, 1980.
Ordinations, Écône, le 29.6.1979.",29.06.1979,"Séminaire International St Pie X, Écône",29.06.1979,
/le09,MONSEIGNEUR LEFEBVRE,JUBILÉ SACERDOTAL 1929 - 1979,Mgr M. LEFEBVRE,Homélie mémorable où Monseigneur Lefebvre appelle à la “croisade”.,23.09.1979,"Paris, Mutualité",23.09.1979,
/le32,MONSEIGNEUR LEFEBVRE,JUBILÉS ÉPISCOPAUX : 1977 - 1987 (30 ans et 40 ans d’épiscopat),Mgr M. LEFEBVRE,,10.09.1977 - 18.09.1987,Paris et Écône,10.09.1977,18.09.1987
/le47,MONSEIGNEUR LEFEBVRE,"L'“ÉTRANGE” QUESTIONNAIRE DU DIOCÈSE DE SION – LES ÉVÊQUES FRANÇAIS SE DISPUTENT AVEC ROME, CAR LEUR MANIÈRE DE COMBATTRE LA TRADITION DIVERGE",Mgr M. LEFEBVRE,Conférence aux amis et bienfaiteurs à Écône.,26.02.1987,"Séminaire Inter. St Pie X, Écône",26.02.1987,
/le14,MONSEIGNEUR LEFEBVRE,L'AMOUR DU SACRÉ-CŒUR ET LE RÔLE DU PRÊTRE – PLAIRE A DIEU PLUTÔT QU'AUX HOMMES,Mgr M. LEFEBVRE,"Ordinations Sacerdotales, diaconat et sous-diaconat.",07 - 08.04 - 29.06.1984,"Séminaire Inter. St Pie X, Écône",,
/le19,MONSEIGNEUR LEFEBVRE,L'IMMACULÉE CONCEPTION : UN CADEAU DU BON DIEU À L'HUMANITÉ,Mgr M. LEFEBVRE - M. l'abbé SCHMIDBERGER,2 homélies.,08.12.1987 - 08.12.1992,,08.12.1987,08.12.1992
/le16,MONSEIGNEUR LEFEBVRE,L’ÉGLISE APRÈS LE SYNODE,Mgr M. LEFEBVRE,,22.03.1986,Bruxelles,22.03.1986,
/le55,MONSEIGNEUR LEFEBVRE,LA DÉVOTION À LA TRÈS SAINTE VIERGE MARIE – AVIS POSITIF SUR SAN DAMIANO,Mgr M. LEFEBVRE,Conférence.,06.1989,Montalenghe,01.06.1989,30.06.1989
/le50,MONSEIGNEUR LEFEBVRE,LA PETITE HISTOIRE DE MA LONGUE HISTOIRE,Mgr M. LEFEBVRE,,,Saint Michel-en-Brenne,,
/le42,MONSEIGNEUR LEFEBVRE,LA RÉFORME LITURGIQUE – ORDRES MINEURS ET SOUS-DIACONA T,Mgr M. LEFEBVRE,,23 - 24.06.1981,"Séminaire Inter. St Pie X, Écône",23.06.1981,24.06.1981
/le11,MONSEIGNEUR LEFEBVRE,"LA RÉPONSE DE ROME AUX OBJECTIONS SUR LA LIBERTÉ RELIGIEUSE, DE LÀ LA F.S.S.P.X, – LE PANTHÉON DES RELIGIONS – ANNONCE DES SACRES – VIENS ET SUIS-MOI",Mgr M. LEFEBVRE,"Ordinations sacerdotales
Sous-Diaconat, Ecône.",29.6.1987 - 30.5.1987,"Séminaire International St Pie X, Écône",29.06.1987,30.05.1987
/le48,MONSEIGNEUR LEFEBVRE,LA TÂCHE DE L’ÉGLISE EST LA PROPAGATION DE LA FOI – COMMENT POUVONS-NOUS PRIER AVEC LES JUIFS QUI NE RECONNAISSENT PAS JÉSUS ? – NOUS NE POUVONS PAS METTRE LA VÉRITÉ ET L’ERREUR SUR LE MÊME PLAN,Mgr M. LEFEBVRE,"3 homélies
Messe Chrismale, Pâques, Pentecôte.",27 - 30.03.1986,"Séminaire International St Pie X, Écône",27.03.1986,30.03.1986
/le46,MONSEIGNEUR LEFEBVRE,"LA TRADITION EN ARGENTINE, GUADELOUPE ET MARTINIQUE - COMMENTAIRE DU DERNIER SYNODE ET SES CONSÉQUENCES DANS LA VIE DE L’ÉGLISE",Mgr M. LEFEBVRE,"Aux amis et bienfaiteurs, à Écône.",16.01.1986,"Séminaire Inter. St Pie X, Écône",16.01.1986,
/le04,MONSEIGNEUR LEFEBVRE,"LA TRADITION, REMPART DE NOTRE FOI",Mgr M. LEFEBVRE,,1982,Montréal,01.01.1982,31.12.1982
/le39,MONSEIGNEUR LEFEBVRE,"LA VIERGE MARIE, REMPART DE LA CHRETIENTÉ",Mgr M. LEFEBVRE,"Cantiques traditionnels interprétés par les séminaristes d’Écône
Adoro Te devote.
Ave Maria.
Tantum Ergo
Kyriale de Angelis
Credo
O filii et filiæ
Præclara.
Orgue.
Lauda Sion.
Salve Regina.
Christus Vincit.
Tu es Petrus.
Sancte Pie decime.",14.05.1983,Munich,14.05.1983,
/le01,MONSEIGNEUR LEFEBVRE,LE LIBÉRALISME - LE SIDA SPIRITUEL,Mgr M. LEFEBVRE,,27.11.1988 - 29.03.1987,Sierre - Sion,27.11.1988,29.03.1987
/le43,MONSEIGNEUR LEFEBVRE,LE MYSTÈRE DE LA CROIX : SCANDALE POUR LE MONDE – LE PRÊTRE A QUELQUE CHOSE D’ÉTERNITÉ,Mgr M. LEFEBVRE,"Ordinations à Écône, le 29.6.1982, et à Montalenghe.",29.6.1982,Écône et Montalenghe,29.06.1982,
/le15,MONSEIGNEUR LEFEBVRE,LE MYSTÈRE DE LA RÉDEMPTION ET LE PÉCHÉ ORIGINEL – LE CHARISMATISME,Mgr M. LEFEBVRE,"Pâques , Pentecôte, Ordinations sacerdotales 1985.",29.06.1985,"Séminaire International St Pie X, Écône",29.06.1985,
/le41,MONSEIGNEUR LEFEBVRE,LE VOYAGE AU MEXIQUE RACONTÉ PAR MONSEIGNEUR MARCEL LEFEBVRE,Mgr M. LEFEBVRE,,09 - 12.02.1981,"Séminaire Inter. St Pie X, Écône",09.02.1981,12.02.1981
/le08,MONSEIGNEUR LEFEBVRE,LETTRE OUVERTE AUX CATHOLIQUES PERPLEXES,Mgr M. LEFEBVRE,Enregistrement du livre par un lecteur.,,,,
/le45,MONSEIGNEUR LEFEBVRE,NE CRAIGNONS PAS DE TÉMOIGNER NOTRE FOI - SOYONS HUMBLES ET VRAIMENT CATHOLIQUES - 5 HOMÉLIES : PAR LES 12 FRUITS DU SAINT-ESPRIT - LA PENSÉE DE SAINT THOMAS SUR LES SACREMENTS - L’ÂME HUMAINE DE JÉSUS,Mgr M. LEFEBVRE,"Pentecôte, 18 - 19.05.1986.
Jeudi-Saint et Pâques 1984.",18 - 19.05.1986,"Séminaire Inter. St Pie X, Écône",18.05.1986,19.05.1986
/le37,MONSEIGNEUR LEFEBVRE,"NI SCHISMATIQUES, NI HÉRÉTIQUES, MAIS CATHOLIQUES ! – LE RENONCEMENT",S. E. Mgr LEFEBVRE,"– Ordinations Sacerdotales, le 29.6.1983
– Noël 1983 “Le renoncement”",29.06.1983 - 25.12.1983,"Séminaire Inter. St Pie X, Écône",29.06.1983,25.12.1983
/le36,MONSEIGNEUR LEFEBVRE,NOUS NE VOULONS PAS DEVENIR PROTESTANTS – NOTRE FOI DOIT ÊTRE IMMUABLE COMME DIEU-MÊME,S. E. Mgr LEFEBVRE,30 ans d’épiscopat : Notre foi doit être immuable comme Dieu-même,21.03.1982 - 18.09.1977,Martigny - Écône,21.03.1982,18.09.1977
/le35,MONSEIGNEUR LEFEBVRE,ORDINATIONS 1976 - IMMACULÉE CONCEPTION 1976,Mgr M. LEFEBVRE,,29.06. - 24.10 - 08.12.1976,"Séminaire Inter. St Pie X, Écône",,
/le18,MONSEIGNEUR LEFEBVRE,PELERINAGE A FATIMA (Messe chantée du Cœur Immaculé de Marie et homélie),Mgr M. LEFEBVRE,,22.08.1987,Fatima,22.08.1987,
/le27,MONSEIGNEUR LEFEBVRE,PENTECÔTE 1985,Mgr M. LEFEBVRE,LE CHARISMATISME – SOUS-DIACONAT,30.05.1985,"Séminaire International St Pie X, Écône",30.05.1985,
/le49,MONSEIGNEUR LEFEBVRE,POUR L’AMOUR DE L’ÉGLISE : LE CHRIST-ROI,Mgr M. LEFEBVRE,Les plus belles allocutions sur la Royauté Sociale de Notre-Seigneur Jésus-Christ.,,"Séminaire Inter. St Pie X, Écône",,
/le26,MONSEIGNEUR LEFEBVRE,POURQUOI CONSTRUIRE DES ÉGLISES AUJOURD'HUI ?,Mgr M. LEFEBVRE – Mgr TISSIER de MALLERAIS,"Bénédiction de la nouvelle église de Delémont
Deux sermons.",1990,Delémont,01.01.1990,31.12.1990
/le54,MONSEIGNEUR LEFEBVRE,POURQUOI J’AI REFUSÉ LES ACCORDS AVEC ROME,Mgr M. LEFEBVRE,,11.06.1988,Flavigny,11.06.1988,
/le40,MONSEIGNEUR LEFEBVRE,POURQUOI SOMMES-NOUS PERSÉCUTÉS ? – SAINT JEAN BAPTISTE,Mgr M. LEFEBVRE - M. l'abbé LORANS,Rassemblement à Martigny.,08 - 09.12.1984,Martigny,08.12.1984,09.12.1984
/le44,MONSEIGNEUR LEFEBVRE,PRIÈRE ET PÉNITENCE POUR L’ÉGLISE. “NOUS NE POUVONS PAS PACTISER AVEC LES ENNEMIS DE NOTRE-SEIGNEUR”,Mgr M. LEFEBVRE,,25.08.1985,Flüeli,25.08.1985,
/le34,MONSEIGNEUR LEFEBVRE,RETRAITE SACERDOTALE,Mgr M. LEFEBVRE,,04.09.1987,"Séminaire International St Pie X, Écône",04.09.1987,
/le30,MONSEIGNEUR LEFEBVRE,SA DERNIÈRE CONFÉRENCE,Mgr M. LEFEBVRE,"Lors de la soirée des Amis et bienfaiteurs à Écône
C’est émouvant de l’entendre plaisanter sur ses problème de santé, alors que dès le lendemain il sera conduit à l’hôpital d’où il ne reviendra pas. Il est décédé 18 jours plus tard.",07.03.1991,"Séminaire International St Pie X, Écône",07.03.1991,
/le23,MONSEIGNEUR LEFEBVRE,SACRES ET ORDINATIONS SACERDOTALES,Mgr M. LEFEBVRE,,29 - 30.06.1988,"Séminaire Inter. St Pie X, Écône",29.06.1988,30.06.1988
/le12,MONSEIGNEUR LEFEBVRE,SEULE LA VIERGE MARIE A CONSERVÉ LA FOI LE VENDREDI SAINT – N'ABANDONNONS PAS L'ÉGLISE ! – HOMÉLIE DE PENTECÔTE,Mgr M. LEFEBVRE,Ordinations sacerdotales et diaconat.,30.05 – 29.06.1982,"Séminaire Inter. St Pie X, Écône",30.05.1982,29.06.1982
/le20,MONSEIGNEUR LEFEBVRE,"UBI MARIA, IBI ECCLESIA",Mgr M. LEFEBVRE,2 homélies : Pentecôte et Christ-Roi 1988.,14.05 - 25.10.1988,"Séminaire Inter. St Pie X, Écône",14.05.1988,25.10.1988
/le21,MONSEIGNEUR LEFEBVRE,UN SEUL DIEU TU ADORERAS – PENTECÔTE,Mgr M. LEFEBVRE,"2 homélies
Ordinations.
Pentecôte.",27.06.1986,"Séminaire International St Pie X, Écône",27.06.1986,
/s09,MONSEIGNEUR LEFEBVRE,MESSE DE REQUIEM DE SON EXCELLENCE MONSEIGNEUR MARCEL LEFEBVRE,M. l’abbé F. SCHMIDBERGER,"Oraison funèbre prononcée par M. l’abbé Franz Schmidberger, Supérieur de la Fraternité Sacerdotale St Pie X.",02.04.1991,"Séminaire Inter. St Pie X, Écône",02.04.1991,
/tis15,MONSEIGNEUR LEFEBVRE,LA VOCATION DE SON EXCELLENCE MONSEIGNEUR MARCEL LEFEBVRE : COMMENT IL A RESSENTI L’APPEL AU SACERDOCE,Mgr B. TISSIER DE MALLERAIS,Récollection des dames.,26.11.2001,Riddes,26.11.2001,
/tis14,MONSEIGNEUR LEFEBVRE,LA VOLONTÉ DE DIEU – MONSEIGNEUR LEFEBVRE : DU NOVICIAT DES PÈRES DU SAINT-ESPRIT À LA DIRECTION DU SÉMINAIRE DE LIBREVILLE – FIDÉLITÉ À LA VOLONTÉ DE DIEU : L’EXEMPLE DE LA FAMILLE TRAPP,Mgr B. TISSIER DE MALLERAIS,"Récollection des hommes, Riddes.",25.11.2001,Riddes,25.11.2001,
/tr69,MONSEIGNEUR LEFEBVRE,LE CENTIÈME ANNIVERSAIRE DE LA NAISSANCE DE MONSEIGNEUR LEFEBVRE,M. l’abbé P. TROADEC,Retraite de vie Chrétienne. Conférence no 4.,23 - 29.07.2005,Flavigny,23.07.2005,29.07.2005
/avr0,MUSIQUE,HYMNE MARIAL LIBANAIS,Rév. père M. AVRIL,"Viens du Liban, ô Bien-Aimée, nous te chantons avec ferveur ! …
Donne au Liban, ô Bien-Aimée, de rayonner Notre-Seigneur ! …
Paroles et musique du Réérend père Maurice Avril.
Reproduction commerciale non autorisée.",,,,
/BEU2,MUSIQUE,"HYMNE À LA JOIE, L’HYMNE EUROPÉEN",Mlle BEUTTER,,15.03.1997,"Institut Universitaire St-Grégoire le Grand, Lyon",15.03.1997,
/BEU3,MUSIQUE,LA MUSIQUE ET LE SACRÉ-CŒUR,Mlle BEUTTER,,12.04.1997,"Institut Universitaire St-Grégoire le Grand, Lyon",12.04.1997,
/BEU1,MUSIQUE,MUSIQUE SACRÉE ET MUSIQUE PROFANE,Mlle BEUTTER,,15.02.1993,"Institut Universitaire St-Grégoire le Grand, Lyon",15.02.1993,
/cha15a,MUSIQUE,“LAUDATE DOMINUM”,Le cœur de Russie Blanche,"Chants religieux, liturgiques et polyphoniques.",08.12.1992,Zaitzkofen,08.12.1992,
/cha13,MUSIQUE,CHANTE CROISÉ,Par les enfants de la Croisade Eucharistique,"Chante Croisé.
A vous Jésus ma journée.
O mon Jésus je m’engage.
De toute son Ame.
Le Noël des Croisés.
Le Sourire.
Vive la Croisade.
Je veux t’aimer sans cesse.
Loué soit à tout instant.
Simple merci.
Je suis Croisé.
Trois p’tits Croisés.
Hymne de la Croisade.
A vous, à vous le cœur des Croisés.
Fais ton trésor, Sois notre force, Bénis notre Croisade.",,"Séminaire International St Pie X, Écône",,
/cha01,MUSIQUE,CHANTS CATHOLIQUES TRADITIONNELS (N° 1),Par les séminariste d'Écône,"15 chants : – 11 par les séminariste d’Écône et 4 par des fidèles – chantés en la chapelle de la Sainte Famille
Sainte Vierge, ô ma mère
Vous êtes sans pareille
Salve Regina
Les saints et les anges
Chez nous soyez Reine
Panis Angelicum
C’est le mois de Marie.
O ma Reine, ô Vierge Marie
O Filii (français)
O l’Auguste Sacrement (3 couplets)
O Jésus doux et humble de Cœur
O Saint-Esprit
Sur la patène
J’irai la voir un jour
Ave de Fatima",,Sion,,
/cha02,MUSIQUE,CHANTS CATHOLIQUES TRADITIONNELS (N° 2),Par les séminariste d'Écône,"12 chants : par les séminariste d’Écône en la chapelle de la Sainte Famille
Te Deum
Veni Creator
Magnificat
Le voici l’Agneau si doux
O l’Auguste Sacrement (6 couplets).
Venez divin Messie
Dans une étable obscure
Adeste fideles
Il est né le Divin Enfant
Vive Jésus, vive sa croix
Victoire, tu régnera
Jésus notre Maître est ressuscité",,Sion,,
/cha03,MUSIQUE,CHANTS CATHOLIQUES TRADITIONNELS (N° 3),Par les séminariste d'Écône,"19 chants : en la chapelle de la Sainte Famille
Vexilla Regis
O lux beatam
Pange lingua
Tantum ergo
Regina Cæli
Ave Verum
Attende Domine
Lauda Sion Salvatorem
O Filii et Filiæ (Latin)
Laudate Mariam (Latin)
Ave Maria
Alma Redemptoris Mater (Solennel)
Ave Regina Cælorum (Solennel)
Ave Maris Stella
Ubi
Caritas
Adoro Te devote
O Salutaris Hostia
Lauda Jerusalem
Acclamations carolingiennes",,Sion,,
/cha04,MUSIQUE,CHANTS CATHOLIQUES TRADITIONNELS (N° 4),Par les séminaristes d'Écône,"15 chants en la chapelle de la Sainte Famille à Sion
Laudate Mariam (Français)
Tandis que le monde proclame
Nous voulons Dieu
Je crois en Toi mon Dieu
Devant Vous je m’engage
C’est le mois de Marie
Cum Sancto Spiritu (Tiré du Gloria de Vivaldi)
Sancte Pie Decime
Orgue
Stabat Mater
Salve Mater Misericordiae
Christus Vincit
Angelus
Sacri solemnis
Benedictus
Sancte Pie Decime
Orgue",,Sion,,
/CHA12,MUSIQUE,CHRISTUS VINCIT,Chœur des séminaristes d'Écône,"Mgr Lefebvre (fête du Christ-Roi, 30.10.88).
L’attente des nations.
Veni Domine. Ad Te levavi. Introït du 1er dimanche de l’Avent. O Rex gentium. Grande antienne “o” du 22 décembre.
La naissance du Sauveur. Facta est. Dominus dixit ad me. Puer natus est. Adeste fideles. Ecce advenit. Introït de l’Epiphanie.
Les conquêtes du Roi-Messie. Attende Domine. Gloria Laus. Vexilla Regis. Hymne du temps de la Passion. Proprio filio suo. Christus factus est.
La gloire du Ressuscité. Confitemini. Alleluia. Vigile Pascale. Resurrexi. Introït du dimanche de Pâques. O Filii et filiae (J. Tisserand XVe siècle). O Rex Gloriae. Notre Roi céleste. Christum Regem. Polyphonie (Guilloux) Dignus est. Te sæculorum.
Mgr Lefebvre (deuxième extrait).
Christus Vincit, Acclamations carolingiennes.",,Oberriet,,
/cha10,MUSIQUE,LAUDATE MARIAM,Chœur des séminaristes d'Écône,"Messe de la Sainte Vierge
Introït. Salve Sancta Parens. Kyrie. Gloria IX cum jubilo. Graduel. Benedicta. Alleluia. Epître. Évangile.
Homélie de Mgr Lefebvre en la Fête de l’Immaculée Conception (8.12.1977)
Offertoire. Ave Maria. Préface. Sanctus. Agnus Dei. Communion. Beata viscera. Ite Missa est.
Salve Regina (solennel). Ave Maria (motet). Inviolata (motet). O Gloriosa Virginum (polyphonie). Alma Redemptoris Mater (solennel). Virgo Dei Genitrix (motet). Maria Mater gratiae (motet). O Plena gratia (polyphonie). Angelus Domini nuntiavit Mariae. Ave Regina caelorum (solennel). Salve Mater (motet). Sub Tuum praesidium (motet). Litanies de la Très Sainte Vierge. Regina Cæli laetare (solennel). Tota pulchra es (motet). Regina Cæli, jubila (polyphonie). Hymne Ave Maris Stella (solennel). Magnificat de l’Immaculée Conception .",,"Séminaire International St Pie X, Écône",,
/cha16,MUSIQUE,MOTETS DE PELERINAGE,Par le cœur de Russie Blanche,Polyphonie.,,Zaitzkofen,,
/cha11,MUSIQUE,O SALUTARIS HOSTIA,Chœur des séminaristes d'Écône,"Messe du Très Saint Sacrement
Introït. Cibavit. Graduel : Oculi. Alleluia : Caro mea; Lauda Sion.
Homélie de Mgr Lefebvre (Fête Dieu 1976)
Offertoire : Sacerdotes. Communion : Quotiescumque. Polyphonie : O Domine.
Salut du Très Saint Sacrement.
Hymne : Adoro te devote. Polyphonie : Monstra te esse Matrem. Oremus pro Pontifice nostro. Tantum ergo (moderne). Ubi Caritas. Christum Regem. Pange lingua, Jesu dulcis memoria. Motet : Ave Verum. Hymne : Verbum supernum. Antiennes O sacrum. O quam suavis. Hymne : Sacris solemnis. Benedictus. Antienne : Adoremus in æternum. O Salutaris Hostia. Lauda Jerusalem.",,"Séminaire International St Pie X, Écône",,
/cha14,MUSIQUE,PAR L'AVE MARIA,Par les enfants de la Croisade Eucharistique,"Acte d’offrande.
Angelus.
Benedicite.
Action de grâces.
Prière patriotique.
Kyrie des Gueux.
Les bleus sont là.
Je vous salue Marie de Chartres.
Le Roi Louis.
La Cavalcade.
La messe en mer.
Sérénade.
Il s’appelait Jean-Pierre.
Le vieux chalet.
Un gai luron des Flandres.
Catherine était chrétienne.
La Belle vie.
Ô Vierge Sainte.
Par l’Ave Maria.",,"Séminaire International St Pie X, Écône",,
/org1,MUSIQUE,CONCERT D'ORGUE,Chorale,,1996,Oberriet,01.01.1996,31.12.1996
/beau04,NOTRE SEIGNEUR,NOTRE SEIGNEUR JÉSUS-CHRIST – L'HUMILITÉ ET L'OBÉISSANCE,M. l’abbé BEAUBLAT,Retraite de vie chrétienne.,07.2004,Flavigny,01.07.2004,31.07.2004
/BOUR13,NOTRE SEIGNEUR,NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé BOURRAT,Retraite de vie chrétienne.,21 - 27.07.2007,Flavigny,21.07.2007,27.07.2007
/bour01,NOTRE SEIGNEUR,NOTRE-SEIGNEUR JÉSUS-CHRIST – LA GRÂCE,M. l’abbé BOURRAT,Retraite de vie chrétienne.,25 - 30.07.2003,Flavigny,25.07.2003,30.07.2003
/chat05,NOTRE SEIGNEUR,JÉSUS EST NOTRE MODÉLE DANS LA PRATIQUE DES VERTUS,M. l’abbé O. du CHATELET,Retraite de vie chrétienne.,28.07 - 01.08.1997,Pouilly-en-Auxois,28.07.1997,01.08.1997
/chat09,NOTRE SEIGNEUR,LE SACRÉ-COEUR,M. l’abbé O. du CHATELET,Retraite de vie chrétienne.,26 - 31.07.1998,Pouilly-en-Auxois,26.07.1998,31.07.1998
/HE2,NOTRE SEIGNEUR,"COMMENT POSSÉDER LA VIE ÉTERNELLE ? PAR LA VIE INTÉRIEURE, QUI S’ACQUIERT PAR LA CONNAISSANCE DE NOTRE-SEIGNEUR JÉSUS-CHRIST",M. l’abbé G. HERRBACH,"Série de 3 conférences, carême.",2003,Sion,01.01.2003,31.12.2003
/JACOT2,NOTRE SEIGNEUR,LA FONDATION DE L’ÉGLISE PAR NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé M. JACOT,Conférences de “Constantia”.,2004,Sion,01.01.2004,31.12.2004
/jj13,NOTRE SEIGNEUR,NOTRE-SEIGNEUR JÉSUS-CHRIST – LE COMBAT SPIRITUEL,Rév. père Jean-Joseph,Retraite de vie chrétienne.,22 - 28.07.2008,Flavigny,22.07.2008,28.07.2008
/KO3,NOTRE SEIGNEUR,L’ENFANT-JÉSUS DE PRAGUE,M. l’abbé M. KOLLER,Récollection.,18.12.1999,"Unieux,",18.12.1999,
/rs04,NOTRE SEIGNEUR,NOTRE SEIGNEUR JÉSUS-CHRIST,Retraite spirituelle 2015,"Retraite de vie chrétienne,
par M. l’abbé Patrick Troadec",25-31.07.2015,Flavigny,25.07.2015,31.07.2015
/si46,NOTRE SEIGNEUR,ANNONCES ET FIGURES DE NOTRE-SEIGNEUR DANS L’ANCIEN TESTAMENT,M. l’abbé M. SIMOULIN,,20.10.1991,Écône,20.10.1991,
/si48,NOTRE SEIGNEUR,"JÉSUS-CHRIST, VRAI DIEU ET VRAI HOMME",M. l’abbé M. SIMOULIN,,22.12.1991,Écône,22.12.1991,
/si49,NOTRE SEIGNEUR,L’ÂME DE NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé M. SIMOULIN,,26.01.1992,Écône,26.01.1992,
/si50,NOTRE SEIGNEUR,LA PRIÈRE DE NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé M. SIMOULIN,,16.02.1992,Écône,16.02.1992,
/si53,NOTRE SEIGNEUR,LA ROYAUTÉ DE NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé M. SIMOULIN,,24.05.1992,Écône,24.05.1992,
/si54,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR (1),M. l’abbé M. SIMOULIN,La Nativité.,10.1992 - 06.1994,Écône,,30.06.1994
/si63,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR (10) Les entretiens de Notre-Seigneur après la cène,M. l’abbe M. SIMOULIN,,19.12.199,"Séminaire Inter. St Pie X, Écône",19.12.199,
/si64,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR (11) Agonie de Notre-Seigneur au jardin des oliviers,M. l’abbe M. SIMOULIN,,16.01.1994,"Séminaire Inter. St Pie X, Écône",16.01.1994,
/si65,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR (12) Les procès de Notre-Seigneur,M. l’abbe M. SIMOULIN,,20.02.1994,"Séminaire Inter. St Pie X, Écône",20.02.1994,
/si66,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR (13) Le Chemin de la Croix,M. l’abbe M. SIMOULIN,,20.03.1994,"Séminaire Inter. St Pie X, Écône",20.03.1994,
/si67,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR (14) Notre-Seigneur Jésus-Christ après sa mort,M. l’abbé M. SIMOULIN,,15.05.1994,Riddes,15.05.1994,
/si68,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR (15) Notre-Seigneur dans sa gloire,M. l’abbé M. SIMOULIN,,19.06.1994,Écône,19.06.1994,
/si55,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR (2) La vie cachée,M. l’abbé M. SIMOULIN,,15.11.1992,Écône,15.11.1992,
/si56,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR (3) Saint Jean-Baptiste et le baptême de Notre-Seigneur,M. l’abbé M. SIMOULIN,,20.12.1992,Écône,20.12.1992,
/si57,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR (4) La tentation de Notre- Seigneur au désert,M. l’abbé M. SIMOULIN,,21.01.1993,Écône,21.01.1993,
/si58,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR (5) Les débuts de la vie publique - Les premiers disciples - Les noces de Cana,M. l’abbé M. SIMOULIN,,21.02.1993,Écône,21.02.1993,
/si59,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR (6) Les miracles de Jésus-Christ (I),M. l’abbé M. SIMOULIN,,16.05.1993,Écône,16.05.1993,
/si60,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR (7) Les miracles de Jésus-Christ (II),M. l’abbé M. SIMOULIN,,20.06.1993,Écône,20.06.1993,
/si61,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR (8) Des Rameaux au Mercredi-Saint,M. l’abbe M. SIMOULIN,,17.10.1993,"Séminaire Inter. St Pie X, Écône",17.10.1993,
/si62,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR (9) Le Jeudi-Saint,M. l’abbé M. SIMOULIN,,21.11.1993,Écône,21.11.1993,
/si51,NOTRE SEIGNEUR,LE SACERDOCE DU CHRIST,M. l’abbé M. SIMOULIN,,15.03.1992,Écône,15.03.1992,
/si52,NOTRE SEIGNEUR,LE SACERDOCE ET LA PASSION DE NOTRE-SEIGNEUR - LA COMPASSION DE MARIE,M. l’abbé M. SIMOULIN,,05.04.1992,Écône,05.04.1992,
/tho01,NOTRE SEIGNEUR,NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé THOUVENOT,Retraite de vie Chrétienne.,25 - 30.07.2004,Flavigny,25.07.2004,30.07.2004
/tou04,NOTRE SEIGNEUR,"NOTRE-SEIGNEUR JÉSUS-CHRIST, CAUSE DE NOTRE SALUT",M. l’abbé Ph. TOULZA,Retraite de vie Chrétienne.,19.06.1994 - 07.1998 - 07.1999-2000,"Müllerhof, Pouilly-en-Auxois, Flavigny",19.06.1994,
/tr52,NOTRE SEIGNEUR,CONNAÎTRE NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé P. TROADEC,Retraite de vie Chrétienne. Conférences no 1 - 4.,22 - 27.07.2002,Flavigny,22.07.2002,27.07.2002
/tr72,NOTRE SEIGNEUR,INTRODUCTION - NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé P. TROADEC,Retraite de la vie Chrétienne.,22 - 28.07.2006,Flavigny,22.07.2006,28.07.2006
/tr19,NOTRE SEIGNEUR,LA CONCEPTION DE NOTRE-SEIGNEUR (1),M. l’abbé P. TROADEC,Série de 7 conférences.,20.11.1995,"Institut Universitaire St-Grégoire le Grand, Lyon",20.11.1995,
